Localização,Skills Necessarias,Média Salarial,Cargo,ver_cargo,palavra_chave,Área,texto,Cargo 1,Cargo 2,Cargo 3,Cargo 4,Cargo 5,Cargo 6,palavra-chave 1,palavra-chave 2,palavra-chave 3,palavra-chave 4,palavra-chave 5,palavra-chave 6,Nome Vaga Normalizado,Área Normalizada,Macro Área
Porto Alegre,"O que vamos construir juntos?
Nosso time é preocupado em propor as melhores soluções baseado em excelência técnica, pensando em alternativas que agreguem valor, com mindset ágil e cultura de colaboração. Nós respeitamos a diversidade e acreditamos que times diversos contribuem para construir ideias mais inovadoras. Como Dev. RPA você vai auxiliar na implementação de robôs para automatização, sugerindo novas práticas e/ou soluções, também atuara no desenho de arquiteturas de automação e, quando necessário, no levantamento de requisitos com usuários.


Responsabilidades e atribuições














Mostrar mais
Visão geral da empresa
Tamanho
Mais de 10.000 funcionários
Fundação
1999
Tipo
Subsidiária ou segmento de negócio
Indústria
Gestão de ativos e investimentos
Setor
Financeiro
Receita
De US$ 5 a US$ 10 bilhões
Classificações da empresa DB
3,9
82 %
Recomendam para outras pessoas
Oportunidades de carreira
3,7
Remuneração e benefícios
3,5
Cultura e valores
4,0
Alta liderança
3,5
Qualidade de vida
3,9
Avaliações da empresa DB
Prós
""Good work life balance in the company"" (em 31 avaliações)
""Salary is good"" (em 34 avaliações)
""Management is cooperative and supportive."" (em 17 avaliações)
""Global coverage, Competitive work culture"" (em 21 avaliações)
""best place to work with"" (em 32 avaliações)
Contras
""No Work life balance."" (em 31 avaliações)
""Frequent chnage in management, average salary compared to market"" (em 34 avaliações)
""Management is cold hearted, no concern for employees."" (em 17 avaliações)",NF, dev .  rpa sr .   -  segmento tecnologia , dev ," tecnologia ,  rpa ",hardware,dev tecnologia rpa,False,False,False,False,False,False,True,False,True,True,False,False,Desenvolvedor RPA,rpa,hardware
Brasil,"Descrição:

JUNTOS TRANSFORMAMOS O PRESENTE!

Somos especializados no desenvolvimento e fabricação de RPA (Remotely Piloted Aircrafts), sendo a maior empresa brasileira e latino-americana do segmento.
Fazer parte do surgimento e da consolidação de uma nova tecnologia, contribuir para seu aprimoramento e impactar vidas nos enche de orgulho e de vontade de querer fazer sempre mais. Não é ficção, realmente fazemos robótica!
Atualmente, a companhia conta com mais de 500 colaboradores, XMobotianos (as) que visam tornar a robótica móvel uma realidade cotidiana para todos!

XMobots é o acrônimo de Xtreme MObile RoBOTSMISSÃO
VISÃO
VALORES

Diretor de Projetos Estratégicos e Relações Institucionais

ATIVIDADES

REQUISITOS


DIFERENCIAIS

REDES SOCIAIS




240427020249852462
Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Netvagas
3,0
50 %
Recomendam para outras pessoas
Oportunidades de carreira
2,7
Remuneração e benefícios
2,4
Cultura e valores
2,7
Alta liderança
2,6
Qualidade de vida
2,4",NF, p&d  |  diretor de projetos estrategicos e relacoes institucionais , diretor , projetos ,gestao,diretor projeto,True,True,True,False,False,False,False,True,False,False,False,False,Indefinido,,
São Paulo,"Vaga híbrida para atuar em Pinheiros/SP.
Requisitos
Elaboração de automações no ambiente.
Experiência em suporte e sistema operacional Linux (várias distribuições).
Capacidade analítica e organização.
Monitoração do ambiente e execução de testes automatizados e estresse do ambiente.
Contribuir com melhorias e processos da área.
Conhecimento em ShellScript e Phyton.
Diferencial:
Certificação Profissional certificado em programação Python 1 (PCPP 1).
Conhecimento em sistema operacional Linux (distribuição Debian 10).
Conhecimento em Banco de Dados SQLite (Linux e Windows).
Conhecimento em infraestrutura de redes TCP/IP.
Conhecimento em RPA.
Conhecimento em monitoração na ferramenta Solarwinds (diferencial).


Mostrar mais
Visão geral da empresa
Tamanho
201 a 500 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Service IT
4,0
87 %
Recomendam para outras pessoas
Oportunidades de carreira
3,4
Remuneração e benefícios
3,5
Cultura e valores
3,5
Alta liderança
3,4
Qualidade de vida
3,5
Avaliações da empresa Service IT
Prós
""Good working conditions"" (em 1 avaliação)
Contras
""There is no benefits in the company."" (em 1 avaliação)
""No career growth"" (em 1 avaliação)
""Low salary"" (em 1 avaliação)
Benefícios da empresa Service IT
3,9
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(5 comentários)
""Plano bom, nao cobra porcentagem.""
Vale-Refeição(4 comentários)
""precisa melhora ,23 è pouco demais""
Seguro de vida(3 comentários)
""Segura de vida muito bom.""
18 de abr. de 2024
Atual Analista Field Service em Rio de Janeiro, Rio de Janeiro
Bons benefícios, acesso fácil ao sistema.
17 de abr. de 2024
Atual Analista em São Paulo, SP, São Paulo
o VR/VA não condiz com a localização seja a ser vergonho o valor.
30 de mar. de 2024
Atual Suporte Técnico em São Paulo, SP, São Paulo
VR e Plano de saude",NF, automacao pleno  ( devops )  ,Outros, devops ,automacao,devop,False,False,False,False,False,False,False,False,False,False,False,False,Engenheiro DevOps,devops,devops
São Paulo,"Vaga híbrida para atuar em Pinheiros/SP.
Requisitos
Elaboração de automações no ambiente.
Experiência em suporte e sistema operacional Linux (várias distribuições).
Capacidade analítica e organização.
Monitoração do ambiente e execução de testes automatizados e estresse do ambiente.
Contribuir com melhorias e processos da área.
Conhecimento em ShellScript e Phyton.
Diferencial:
Certificação Profissional certificado em programação Python 1 (PCPP 1).
Conhecimento em sistema operacional Linux (distribuição Debian 10).
Conhecimento em Banco de Dados SQLite (Linux e Windows).
Conhecimento em infraestrutura de redes TCP/IP.
Conhecimento em RPA.
Conhecimento em monitoração na ferramenta Solarwinds (diferencial).


Mostrar mais
Visão geral da empresa
Tamanho
201 a 500 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Service IT
4,0
87 %
Recomendam para outras pessoas
Oportunidades de carreira
3,4
Remuneração e benefícios
3,5
Cultura e valores
3,5
Alta liderança
3,4
Qualidade de vida
3,5
Avaliações da empresa Service IT
Prós
""Good working conditions"" (em 1 avaliação)
Contras
""There is no benefits in the company."" (em 1 avaliação)
""No career growth"" (em 1 avaliação)
""Low salary"" (em 1 avaliação)
Benefícios da empresa Service IT
3,9
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(5 comentários)
""Plano bom, nao cobra porcentagem.""
Vale-Refeição(4 comentários)
""precisa melhora ,23 è pouco demais""
Seguro de vida(3 comentários)
""Segura de vida muito bom.""
18 de abr. de 2024
Atual Analista Field Service em Rio de Janeiro, Rio de Janeiro
Bons benefícios, acesso fácil ao sistema.
17 de abr. de 2024
Atual Analista em São Paulo, SP, São Paulo
o VR/VA não condiz com a localização seja a ser vergonho o valor.
30 de mar. de 2024
Atual Suporte Técnico em São Paulo, SP, São Paulo
VR e Plano de saude",NF, automacao pleno  ( devops )  ,Outros, devops ,devops,devop,False,False,False,False,False,False,False,False,False,False,False,False,Engenheiro DevOps,devops,devops
São Paulo,"Vaga híbrida para atuar em Pinheiros/SP.
Requisitos
Elaboração de automações no ambiente.
Experiência em suporte e sistema operacional Linux (várias distribuições).
Capacidade analítica e organização.
Monitoração do ambiente e execução de testes automatizados e estresse do ambiente.
Contribuir com melhorias e processos da área.
Conhecimento em ShellScript e Phyton.
Diferencial:
Certificação Profissional certificado em programação Python 1 (PCPP 1).
Conhecimento em sistema operacional Linux (distribuição Debian 10).
Conhecimento em Banco de Dados SQLite (Linux e Windows).
Conhecimento em infraestrutura de redes TCP/IP.
Conhecimento em RPA.
Conhecimento em monitoração na ferramenta Solarwinds (diferencial).


Mostrar mais
Visão geral da empresa
Tamanho
201 a 500 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Service IT
4,0
87 %
Recomendam para outras pessoas
Oportunidades de carreira
3,4
Remuneração e benefícios
3,5
Cultura e valores
3,5
Alta liderança
3,4
Qualidade de vida
3,5
Avaliações da empresa Service IT
Prós
""Good working conditions"" (em 1 avaliação)
Contras
""There is no benefits in the company."" (em 1 avaliação)
""No career growth"" (em 1 avaliação)
""Low salary"" (em 1 avaliação)
Benefícios da empresa Service IT
3,9
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(5 comentários)
""Plano bom, nao cobra porcentagem.""
Vale-Refeição(4 comentários)
""precisa melhora ,23 è pouco demais""
Seguro de vida(3 comentários)
""Segura de vida muito bom.""
18 de abr. de 2024
Atual Analista Field Service em Rio de Janeiro, Rio de Janeiro
Bons benefícios, acesso fácil ao sistema.
17 de abr. de 2024
Atual Analista em São Paulo, SP, São Paulo
o VR/VA não condiz com a localização seja a ser vergonho o valor.
30 de mar. de 2024
Atual Suporte Técnico em São Paulo, SP, São Paulo
VR e Plano de saude",NF, automacao pleno  ( devops )  ,Outros, devops ,automacao,devop,False,False,False,False,False,False,False,False,False,False,False,False,Engenheiro DevOps,devops,devops
São Paulo,"Vaga híbrida para atuar em Pinheiros/SP.
Requisitos
Elaboração de automações no ambiente.
Experiência em suporte e sistema operacional Linux (várias distribuições).
Capacidade analítica e organização.
Monitoração do ambiente e execução de testes automatizados e estresse do ambiente.
Contribuir com melhorias e processos da área.
Conhecimento em ShellScript e Phyton.
Diferencial:
Certificação Profissional certificado em programação Python 1 (PCPP 1).
Conhecimento em sistema operacional Linux (distribuição Debian 10).
Conhecimento em Banco de Dados SQLite (Linux e Windows).
Conhecimento em infraestrutura de redes TCP/IP.
Conhecimento em RPA.
Conhecimento em monitoração na ferramenta Solarwinds (diferencial).


Mostrar mais
Visão geral da empresa
Tamanho
201 a 500 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Service IT
4,0
87 %
Recomendam para outras pessoas
Oportunidades de carreira
3,4
Remuneração e benefícios
3,5
Cultura e valores
3,5
Alta liderança
3,4
Qualidade de vida
3,5
Avaliações da empresa Service IT
Prós
""Good working conditions"" (em 1 avaliação)
Contras
""There is no benefits in the company."" (em 1 avaliação)
""No career growth"" (em 1 avaliação)
""Low salary"" (em 1 avaliação)
Benefícios da empresa Service IT
3,9
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(5 comentários)
""Plano bom, nao cobra porcentagem.""
Vale-Refeição(4 comentários)
""precisa melhora ,23 è pouco demais""
Seguro de vida(3 comentários)
""Segura de vida muito bom.""
18 de abr. de 2024
Atual Analista Field Service em Rio de Janeiro, Rio de Janeiro
Bons benefícios, acesso fácil ao sistema.
17 de abr. de 2024
Atual Analista em São Paulo, SP, São Paulo
o VR/VA não condiz com a localização seja a ser vergonho o valor.
30 de mar. de 2024
Atual Suporte Técnico em São Paulo, SP, São Paulo
VR e Plano de saude",NF, automacao pleno  ( devops )  ,Outros, devops ,devops,devop,False,False,False,False,False,False,False,False,False,False,False,False,Engenheiro DevOps,devops,devops
São Carlos,"JUNTOS TRANSFORMAMOS O PRESENTE!

Somos especializados no desenvolvimento e fabricação de RPA (Remotely Piloted Aircrafts), sendo a maior empresa brasileira e latino-americana do segmento.
Fazer parte do surgimento e da consolidação de uma nova tecnologia, contribuir para seu aprimoramento e impactar vidas nos enche de orgulho e de vontade de querer fazer sempre mais. Não é ficção, realmente fazemos robótica!
Atualmente, a companhia conta com mais de 500 colaboradores, “XMobotianos (as)” que visam tornar a robótica móvel uma realidade cotidiana para todos!

XMobots é o acrônimo de Xtreme MObile RoBOTS








Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa XMobots
3,0
46 %
Recomendam para outras pessoas
Oportunidades de carreira
3,7
Remuneração e benefícios
3,4
Cultura e valores
2,7
Alta liderança
2,6
Qualidade de vida
2,6
Benefícios da empresa XMobots
1,5
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Estacionamento(5 comentários)
""Espaço amplo e seguro para os funcionários""
Jornada flexível(3 comentários)
""O banco flexível é bom para ter ajuda nas atividades externas""
13 de mar. de 2024
Atual Funcionário em São Carlos, SP, São Paulo
Alimentacao, refeicao, transporte e só
29 de fev. de 2024
Atual Supervisora em São Carlos, SP, São Paulo
VA, VR, auxilio combustível, plano de saude
12 de fev. de 2024
Atual Coordenador de Produção em São Carlos, SP, São Paulo
Muito bom, excelentes planos para os funcionários",NF, p&d  |  diretor de projetos estrategicos e relacoes institucionais , diretor , projetos ,gestao,diretor projeto,True,True,True,False,False,False,False,True,False,False,False,False,Indefinido,,
São Paulo,"Na Biti9, nossa atmosfera é regada de criatividade, onde a harmonia e a colaboração se entrelaçam, criando um ambiente desafiador para aqueles que anseiam por crescimento profissional e estão prontos para abraçar oportunidades transformadoras em suas carreiras.
Somos muito mais do que uma simples startup em expansão. Aqui, compomos uma comunidade que celebra os profissionais que desejam liderar, inovar e evoluir. Oferecemos um ambiente para mentes protagonistas que anseiam por desenvolver suas habilidades com responsabilidade e autonomia, traçando caminhos repletos de descobertas e conquistas.
Junte-se a nós nesta jornada, onde a evolução profissional e a paixão por novos desafios potencializam sua carreira. Venha fazer parte da história da Biti9, pois inovação é o nosso lema e a sua criatividade é o motor do nosso progresso.






Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
2015
Tipo
Empresa – capital fechado
Indústria
Serviços de apoio à tecnologia da informação
Setor
Tecnologia da informação
Receita
De US$ 1 a US$ 5 milhões
Classificações da empresa Biti9 Business IT Innovation Ltda
4,1
79 %
Recomendam para outras pessoas
Oportunidades de carreira
3,8
Remuneração e benefícios
3,1
Cultura e valores
4,5
Alta liderança
3,8
Qualidade de vida
3,5",NF, rpa developer pleno  -  uipath , developer , rpa ,desenvolvimento de software,developer rpa,False,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"Na Biti9, nossa atmosfera é regada de criatividade, onde a harmonia e a colaboração se entrelaçam, criando um ambiente desafiador para aqueles que anseiam por crescimento profissional e estão prontos para abraçar oportunidades transformadoras em suas carreiras.
Somos muito mais do que uma simples startup em expansão. Aqui, compomos uma comunidade que celebra os profissionais que desejam liderar, inovar e evoluir. Oferecemos um ambiente para mentes protagonistas que anseiam por desenvolver suas habilidades com responsabilidade e autonomia, traçando caminhos repletos de descobertas e conquistas.
Junte-se a nós nesta jornada, onde a evolução profissional e a paixão por novos desafios potencializam sua carreira. Venha fazer parte da história da Biti9, pois inovação é o nosso lema e a sua criatividade é o motor do nosso progresso.






Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
2015
Tipo
Empresa – capital fechado
Indústria
Serviços de apoio à tecnologia da informação
Setor
Tecnologia da informação
Receita
De US$ 1 a US$ 5 milhões
Classificações da empresa Biti9 Business IT Innovation Ltda
4,1
79 %
Recomendam para outras pessoas
Oportunidades de carreira
3,8
Remuneração e benefícios
3,1
Cultura e valores
4,5
Alta liderança
3,8
Qualidade de vida
3,5",NF, rpa developer pleno  -  uipath , developer , rpa ,hardware,developer rpa,False,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"Na Biti9, nossa atmosfera é regada de criatividade, onde a harmonia e a colaboração se entrelaçam, criando um ambiente desafiador para aqueles que anseiam por crescimento profissional e estão prontos para abraçar oportunidades transformadoras em suas carreiras.
Somos muito mais do que uma simples startup em expansão. Aqui, compomos uma comunidade que celebra os profissionais que desejam liderar, inovar e evoluir. Oferecemos um ambiente para mentes protagonistas que anseiam por desenvolver suas habilidades com responsabilidade e autonomia, traçando caminhos repletos de descobertas e conquistas.
Junte-se a nós nesta jornada, onde a evolução profissional e a paixão por novos desafios potencializam sua carreira. Venha fazer parte da história da Biti9, pois inovação é o nosso lema e a sua criatividade é o motor do nosso progresso.






Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
2015
Tipo
Empresa – capital fechado
Indústria
Serviços de apoio à tecnologia da informação
Setor
Tecnologia da informação
Receita
De US$ 1 a US$ 5 milhões
Classificações da empresa Biti9 Business IT Innovation Ltda
4,1
79 %
Recomendam para outras pessoas
Oportunidades de carreira
3,8
Remuneração e benefícios
3,1
Cultura e valores
4,5
Alta liderança
3,8
Qualidade de vida
3,5",NF, rpa developer pleno  -  uipath , developer , rpa ,desenvolvimento de software,developer rpa,False,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"Na Biti9, nossa atmosfera é regada de criatividade, onde a harmonia e a colaboração se entrelaçam, criando um ambiente desafiador para aqueles que anseiam por crescimento profissional e estão prontos para abraçar oportunidades transformadoras em suas carreiras.
Somos muito mais do que uma simples startup em expansão. Aqui, compomos uma comunidade que celebra os profissionais que desejam liderar, inovar e evoluir. Oferecemos um ambiente para mentes protagonistas que anseiam por desenvolver suas habilidades com responsabilidade e autonomia, traçando caminhos repletos de descobertas e conquistas.
Junte-se a nós nesta jornada, onde a evolução profissional e a paixão por novos desafios potencializam sua carreira. Venha fazer parte da história da Biti9, pois inovação é o nosso lema e a sua criatividade é o motor do nosso progresso.






Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
2015
Tipo
Empresa – capital fechado
Indústria
Serviços de apoio à tecnologia da informação
Setor
Tecnologia da informação
Receita
De US$ 1 a US$ 5 milhões
Classificações da empresa Biti9 Business IT Innovation Ltda
4,1
79 %
Recomendam para outras pessoas
Oportunidades de carreira
3,8
Remuneração e benefícios
3,1
Cultura e valores
4,5
Alta liderança
3,8
Qualidade de vida
3,5",NF, rpa developer pleno  -  uipath , developer , rpa ,hardware,developer rpa,False,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"Estamos à procura de um ANALISTA DE PROJETOS SR para levantar e implantar melhorias e garantir o sucesso do negócio.

Se você é um profissional atencioso, que possui capacidade analítica, organização, criatividade, e busca melhoria contínua em tudo que faz, a Alloha é o seu lugar!

Nosso time é formado por #GentedeFibra, que tem o propósito de proporcionar acesso à internet de qualidade para todos.

Responsabilidades e atribuições










Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital fechado
Indústria
Provedores de serviços telefônicos, de TV a cabo e Internet
Setor
Telecomunicações
Receita
Desconhecido/Não se aplica
Classificações da empresa Alloha Fibra
3,2
45 %
Recomendam para outras pessoas
Oportunidades de carreira
2,9
Remuneração e benefícios
3,1
Cultura e valores
2,7
Alta liderança
2,4
Qualidade de vida
2,3",NF, analista de projetos senior , analista , projetos ,gestao,analista projeto,True,True,False,False,False,True,False,True,False,False,False,False,Analista de projetos,projetos,gestao
São Bernardo do Campo,"Com 28 anos no mercado e mais de 600 SBKWorkers, somos especialistas em desenvolver soluções tecnológicas, automação por meio de robôs (RPA), Inteligência Artificial (IA) e gestão eletrônica de documentos. Estamos constantemente procurando por profissionais que possam se juntar ao nosso time! Temos uma equipe focada em analisar os perfis e achar aquela vaga que seja mais aderente com o seu momento de carreira! Descrição da vaga: Possuir bom conhecimento e experiência prática em programação Java. Isso inclui compreensão dos conceitos fundamentais da linguagem, estruturas de dados, coleções, manipulação de exceções, threads e concorrência. Objetivos do Cargo: • Desenvolver código de alto nível conforme as boas práticas de mercado; JAVA, PL/QLS (Banco de Dados Oracle), ADF • Propor melhorias que tornem os sistemas/processos mais eficazes; • Otimizar o desempenho e a segurança de nossos sistemas; • Suportar as fases de desenvolvimento; • Garantir a qualidade e a manutenção do código; • Participar das etapas de análise e especificação; • Criar, evoluir e dimensionar APIs; Requisitos Necessários: • Cursando ou formado em Ciência da Computação ou áreas correlatas; • Experiência em construção de serviços de back-end e front-end; • Experiência em criação e consumo de APIs REST e SOAP; • Experiência em banco de dados (SQL e Oracle); • Experiência em ferramentas de controle de versão de código, como Git; • Conhecimento em troca de informações utilizando JSON; Requisitos Diferenciais: • Conhecimento em criação de aplicativos Node.js escalonáveis; • Conhecimento com React; Atributos Pessoais: • Persistentes e Resilientes; • Apaixonados por tecnologia e eficiência; • Proativos e velozes para entregar as soluções e superar resultados; • Gostem de ambientes desafiadores e dinâmicos; • Busquem constantemente a inovação e excelência técnica; • Têm atitude protagonista e empenham-se em superar resultados; • Respondem rapidamente às mudanças, com foco e simplicidade na execução de seu trabalho; • Jogam em time, compartilhando conhecimentos e reconhecendo o desempenho e importância de cada colega; • Valorizam o diálogo aberto e feedbacks honestos; • Perfil Analítico; Ambiente de Trabalho: • Dress code free; • Flexibilidade de horário; • Híbrido (2 a 3x no escritório) Participe do nosso processo e conheça melhor essa oportunidade!

Mostrar mais
Visão geral da empresa
Tamanho
1.001 a 5.000 funcionários
Fundação
1995
Tipo
Prestação de serviço
Indústria
Soluções de software e redes corporativas
Setor
Tecnologia da informação
Receita
De US$ 25 a US$ 100 milhões
Classificações da empresa SBK Business Solution
3,6
53 %
Recomendam para outras pessoas
Oportunidades de carreira
2,1
Remuneração e benefícios
3,1
Cultura e valores
3,2
Alta liderança
2,8
Qualidade de vida
3,0
Benefícios da empresa SBK Business Solution
3,5
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Home office(4 comentários)
""Home office varia por setor.""
1 de mar. de 2024
Ex-Assistente Administrativo em São Bernardo do Campo, São Paulo
Poucos benefícios, valores baixos de VA principalmente. Sem plano de saúde, apenas a opção de pagar mais muito caro não vale a pena.
30 de jan. de 2024
Ex-Analista de Processos em São Bernardo do Campo, São Paulo
Pagam o piso dos benefícios, plano de saúde não compensa para o funcionário
17 de jan. de 2024
Atual Analista de Processos em São Bernardo do Campo, São Paulo
Vr com valor compativel com o mercado, va baixo.",NF, analista de desenvolvimento de sistemas , analista ," sistemas ,  desenvolvimento ",desenvolvimento de software,analista sistema desenvolvimento,True,True,False,False,False,True,True,False,False,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Trabalho remoto,"Quem somos

A Smarthis é uma Tech startup que desenvolve soluções feitas de humanos para humanos! Acreditamos que boas soluções surgem de fortes conexões entre pessoas, conhecimentos, ideias e ideais. Por isso, ser Smarther é mais do que fazer parte de uma empresa, é viver verdadeiramente a cultura da colaboração e inovação que pulsa em nosso DNA.

Com um time formado por diferentes gêneros, cores, crenças, culturas e orientações afetivas, que estão espalhados por todo o Brasil (e mundo!), nosso objetivo é auxiliar nossos clientes em seus desafios para a transformação digital. Desenvolvendo produtos e serviços tecnológicos para seus negócios, combinando o melhor do RPA (Robotic Process Automation), Data Analytics e Inteligência Artificial, por um time que tem paixão por inovação, desafios e aprendizado.



























Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
2018
Tipo
Empresa – capital fechado
Indústria
Soluções de software e redes corporativas
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Smarthis
4,3
82 %
Recomendam para outras pessoas
Oportunidades de carreira
3,9
Remuneração e benefícios
3,6
Cultura e valores
4,5
Alta liderança
4,0
Qualidade de vida
4,5
Benefícios da empresa Smarthis
4,5
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(3 comentários)
""Você pode optar pela categoria do plano de saúde.""
19 de jan. de 2024
Atual Analista Júnior em São Paulo, SP, São Paulo
Ótimos benefícios. Além do modo home office a empresa disponibiliza vale alimentação, curso de idiomas, gympass, zenkclub, além de outros auxílios para viagem.
9 de jan. de 2024
Atual Robotic Process Automation (RPA) Developer em Rio de Janeiro, Rio de Janeiro
A empresa oferece plano de saúde, gympass, cartão de benefícios, bonificações, zenklub etc
1 de jan. de 2024
Atual Funcionário em Rio de Janeiro, Rio de Janeiro
Plano de saúde, Gympass e curso de língua estrangeira.",NF, desenvolvedor rpa pleno , desenvolvedor , rpa ,desenvolvimento de software,desenvolvedor rpa,True,False,True,False,False,False,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
Trabalho remoto,"Quem somos

A Smarthis é uma Tech startup que desenvolve soluções feitas de humanos para humanos! Acreditamos que boas soluções surgem de fortes conexões entre pessoas, conhecimentos, ideias e ideais. Por isso, ser Smarther é mais do que fazer parte de uma empresa, é viver verdadeiramente a cultura da colaboração e inovação que pulsa em nosso DNA.

Com um time formado por diferentes gêneros, cores, crenças, culturas e orientações afetivas, que estão espalhados por todo o Brasil (e mundo!), nosso objetivo é auxiliar nossos clientes em seus desafios para a transformação digital. Desenvolvendo produtos e serviços tecnológicos para seus negócios, combinando o melhor do RPA (Robotic Process Automation), Data Analytics e Inteligência Artificial, por um time que tem paixão por inovação, desafios e aprendizado.



























Mostrar mais
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
2018
Tipo
Empresa – capital fechado
Indústria
Soluções de software e redes corporativas
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Smarthis
4,3
82 %
Recomendam para outras pessoas
Oportunidades de carreira
3,9
Remuneração e benefícios
3,6
Cultura e valores
4,5
Alta liderança
4,0
Qualidade de vida
4,5
Benefícios da empresa Smarthis
4,5
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(3 comentários)
""Você pode optar pela categoria do plano de saúde.""
19 de jan. de 2024
Atual Analista Júnior em São Paulo, SP, São Paulo
Ótimos benefícios. Além do modo home office a empresa disponibiliza vale alimentação, curso de idiomas, gympass, zenkclub, além de outros auxílios para viagem.
9 de jan. de 2024
Atual Robotic Process Automation (RPA) Developer em Rio de Janeiro, Rio de Janeiro
A empresa oferece plano de saúde, gympass, cartão de benefícios, bonificações, zenklub etc
1 de jan. de 2024
Atual Funcionário em Rio de Janeiro, Rio de Janeiro
Plano de saúde, Gympass e curso de língua estrangeira.",NF, desenvolvedor rpa pleno , desenvolvedor , rpa ,hardware,desenvolvedor rpa,True,False,True,False,False,False,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
